transaction_id,customer_id,product_id,price,product_name_trans,category_trans,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,customer_name_masked,email_masked,phone_masked,product_name_prod,category_prod,product_name_standardized,revenue,cost_ratio,total_cost,profit,profit_margin_pct,transaction_year,transaction_month,transaction_week,day_of_week,discount_rate
2835,595,104,8000.0,Shoes,Clothing,online,Hyderabad,2026-03-27,1,Upi,0.1,Successful,2350a182b4963446,b494ea89d128cc0e,6aa08ddfefe4e587,Shoes,Clothing,Shoes,7999.9,0.5,4000.0,3999.8999999999996,49.9993749921874,2026,3,13,Friday,1.25e-05
2836,780,102,70000.0,Phone,Electronics,online,Delhi,2025-07-05,2,Netbanking,0.2,Successful,8d18fb58d59ec582,0049032051aae961,f8db3e80ff9813c2,Phone,Electronics,Phone,139999.8,0.8,112000.0,27999.79999999999,19.999885714122442,2025,7,27,Saturday,1.4285714285714286e-06
2837,521,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-07-05,1,Upi,0.4,Successful,a6e5ba5966d86d48,b25ba94a92b7d293,9c184789c705ce8c,Shoes,Clothing,Shoes,7999.6,0.5,4000.0,3999.6000000000004,49.99749987499375,2025,7,27,Saturday,5e-05
2838,52,104,8000.0,Shoes,Clothing,online,Mumbai,2025-12-25,4,Netbanking,0.4,Successful,ce39267bbc31a7cc,a5b15bee3609416c,a11e93a844e49e0b,Shoes,Clothing,Shoes,31999.6,0.5,16000.0,15999.599999999999,49.9993749921874,2025,12,52,Thursday,1.25e-05
2839,226,103,1300.0,Shirt,Clothing,offline,Delhi,2025-06-11,5,Netbanking,0.25,Successful,f278c6c5c2d9b782,1d20c3443711b293,2e44f30def938506,Shirt,Clothing,Shirt,6499.75,0.5,3250.0,3249.75,49.99807684910958,2025,6,24,Wednesday,3.846153846153846e-05
2840,377,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-12-01,2,Netbanking,0.05,Successful,771e61086ae6c519,a9c5c0b6e3ef836e,86654947eb7e0d03,Microwave,Home Appliances,Microwave,89999.95,0.7,62999.99999999999,26999.950000000004,29.99996111108951,2026,12,49,Tuesday,5.555555555555556e-07
2841,868,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-16,5,Upi,0.1,Successful,c6b144d9f2f87636,926a76145939f0d2,0ef1d1c65621e5bf,Dining Table,Furniture,Dining Table,249999.9,0.6,150000.0,99999.9,39.9999759999904,2025,8,33,Saturday,4.0000000000000003e-07
2842,839,105,45000.0,Tv,Electronics,offline,Chennai,2026-03-20,5,Cash,0.15,Successful,da4c71decc8a925c,c751e74972e72d5e,3c7bdc95f262be53,TV,Electronics,TV,224999.85,0.8,180000.0,44999.850000000006,19.999946666631114,2026,3,12,Friday,6.666666666666666e-07
2843,960,101,250000.0,Laptop,Electronics,offline,Delhi,2025-08-17,1,Cash,0.2,Successful,bbff4d22b8ab0e04,bfa676bda3398ed1,18b7df18f6ae9b57,Laptop,Electronics,Laptop,249999.8,0.8,200000.0,49999.79999999999,19.999935999948796,2025,8,33,Sunday,8.000000000000001e-07
2844,411,102,70000.0,Phone,Electronics,online,Hyderabad,2025-09-18,4,Netbanking,0.35,Successful,68696ec2502c5479,ec3fe55e7a4afbb7,005d1343bf2772be,Phone,Electronics,Phone,279999.65,0.8,224000.0,55999.65000000002,19.999899999875005,2025,9,38,Thursday,1.2499999999999999e-06
2845,267,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-09-11,5,Netbanking,0.4,Successful,893aa010e4dd77d7,71993cbc124f93af,887b6ba3b78be0d5,Refrigerator,Home Appliances,Refrigerator,324999.6,0.7,227500.0,97499.59999999998,29.999913846047804,2025,9,37,Thursday,1.2307692307692308e-06
2846,763,106,80000.0,Sofa,Furniture,offline,Delhi,2025-09-26,4,Upi,0.05,Successful,b8e916331cb56fd4,47a98e9e8ad8e35c,93cbbfba0d7c09c3,Sofa,Furniture,Sofa,319999.95,0.6,192000.0,127999.95000000001,39.99999062499854,2025,9,39,Friday,1.5625e-07
2847,699,104,8000.0,Shoes,Clothing,online,Mumbai,2025-09-13,4,Cash,0.25,Successful,25a283abb67b0968,b70c11f2d3bae01c,ef12aec29d00c0de,Shoes,Clothing,Shoes,31999.75,0.5,16000.0,15999.75,49.99960937194822,2025,9,37,Saturday,7.8125e-06
2848,397,106,80000.0,Sofa,Furniture,online,Bangalore,2025-10-21,5,Card,0.1,Successful,39f8682450cf9f4c,459d65cdae5dd58d,2c414f0d779f0c97,Sofa,Furniture,Sofa,399999.9,0.6,240000.0,159999.90000000002,39.99998499999625,2025,10,43,Tuesday,2.5e-07
2849,661,104,8000.0,Shoes,Clothing,offline,Chennai,2025-02-07,2,Cash,0.4,Successful,ac4bafd46e9477d9,30fe391ad8882729,ca8161fef8a8ddb9,Shoes,Clothing,Shoes,15999.6,0.5,8000.0,7999.6,49.998749968749216,2025,2,6,Friday,2.5e-05
2850,826,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-12-24,3,Card,0.35,Successful,d3c210711142ff15,169080c07fd0f46e,f3f491fde15b77da,Shirt,Clothing,Shirt,3899.65,0.5,1950.0,1949.65,49.995512417781086,2025,12,52,Wednesday,8.974358974358974e-05
2851,223,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-02-02,1,Netbanking,0.25,Successful,69518245338cbb53,fd75f5de629f7881,ecc6f55359f66455,Phone,Electronics,Phone,69999.75,0.8,56000.0,13999.75,19.999714284693873,2026,2,6,Monday,3.5714285714285714e-06
2852,901,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-12-03,5,Netbanking,0.05,Successful,a2868f309df3c1da,25ec81cb06b2588b,208b1d24c4bf60c5,Sofa,Furniture,Sofa,399999.95,0.6,240000.0,159999.95,39.99999249999907,2025,12,49,Wednesday,1.25e-07
2853,406,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-06-19,1,Upi,0.25,Successful,542b48f0c5373902,96e002c9e779caee,70565944cc1b6a1a,Dining Table,Furniture,Dining Table,49999.75,0.6,30000.0,19999.75,39.99969999849999,2025,6,25,Thursday,5e-06
2854,627,104,8000.0,Shoes,Clothing,online,Bangalore,2025-08-27,2,Upi,0.15,Successful,4213a9407e8ddef0,2e8b115f310dbe0a,b277aeb6eebd2f5d,Shoes,Clothing,Shoes,15999.85,0.5,8000.0,7999.85,49.999531245605425,2025,8,35,Wednesday,9.375e-06
2855,810,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-07-16,1,Cash,0.15,Successful,0f599ffb866e0e35,3c89c344a1dcb837,5862762e58b191cc,Mixer Grinder,Home Appliances,Mixer Grinder,14999.85,0.7,10500.0,4499.85,29.999299992999934,2025,7,29,Wednesday,9.999999999999999e-06
2856,446,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-04-08,3,Netbanking,0.2,Successful,5603988468d5da65,ab53bce33e0bd545,ddfa1d559f763bd8,Dining Table,Furniture,Dining Table,149999.8,0.6,90000.0,59999.79999999999,39.99991999989333,2026,4,15,Wednesday,1.3333333333333334e-06
2857,207,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-03-31,3,Upi,0.25,Successful,75b65cd30941a350,88b53d033c537848,b2ced64ab54c0df4,Sofa,Furniture,Sofa,239999.75,0.6,144000.0,95999.75,39.999937499934894,2026,3,14,Tuesday,1.0416666666666667e-06
2858,714,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-06-23,1,Upi,0.05,Successful,82c93b72ce886789,6a45939136f37d5c,80ea37d8e4a215d2,Mixer Grinder,Home Appliances,Mixer Grinder,14999.95,0.7,10500.0,4499.950000000001,29.999766665888888,2025,6,26,Monday,3.3333333333333333e-06
2859,149,101,250000.0,Laptop,Electronics,offline,Chennai,2025-09-11,1,Card,0.1,Successful,54cbc22b52d83f4b,74b8e2564897c954,ea1d6120b38c16bc,Laptop,Electronics,Laptop,249999.9,0.8,200000.0,49999.899999999994,19.9999679999872,2025,9,37,Thursday,4.0000000000000003e-07
2860,632,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-02-14,4,Cash,0.1,Successful,24b996247501297f,5abb5b619d09a23f,098489c10653a684,Laptop,Electronics,Laptop,999999.9,0.8,800000.0,199999.90000000002,19.999991999999203,2026,2,7,Saturday,1.0000000000000001e-07
2861,964,104,8000.0,Shoes,Clothing,online,Mumbai,2026-09-04,1,Cash,0.25,Successful,427f4cb3a298bd14,aa20d1f931462afc,1511f171ca4e6915,Shoes,Clothing,Shoes,7999.75,0.5,4000.0,3999.75,49.998437451170346,2026,9,36,Friday,3.125e-05
2862,754,101,250000.0,Laptop,Electronics,online,Mumbai,2025-10-12,2,Cash,0.2,Successful,a71a590c9345553f,497c990a7e1d6772,4a53baf9371c6736,Laptop,Electronics,Laptop,499999.8,0.8,400000.0,99999.79999999999,19.9999679999872,2025,10,41,Sunday,4.0000000000000003e-07
2863,292,102,70000.0,Phone,Electronics,offline,Delhi,2025-04-17,5,Cash,0.1,Successful,37d8cac6d8433bd5,757b5d26993fb9d0,8b137f49dd142ede,Phone,Electronics,Phone,349999.9,0.8,280000.0,69999.90000000002,19.999977142850618,2025,4,16,Thursday,2.8571428571428575e-07
2864,288,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-04-13,3,Upi,0.3,Successful,1ccf0babe5167805,c3d456607a81ac58,2bb8bf6399736ce0,Laptop,Electronics,Laptop,749999.7,0.8,600000.0,149999.69999999995,19.999967999987195,2026,4,16,Monday,4e-07
2865,310,104,8000.0,Shoes,Clothing,online,Mumbai,2025-12-30,4,Netbanking,0.35,Successful,a93e40d391d3f9b3,a48e599b89584fc3,0b071e6508f696a9,Shoes,Clothing,Shoes,31999.65,0.5,16000.0,15999.650000000001,49.99945311901849,2025,12,1,Tuesday,1.09375e-05
2866,577,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-03-20,5,Netbanking,0.1,Successful,2a8417e7e13a46d4,af9d2629f9dbf977,83c0b88a7248ec75,Mixer Grinder,Home Appliances,Mixer Grinder,74999.9,0.7,52500.0,22499.899999999994,29.999906666542213,2026,3,12,Friday,1.3333333333333334e-06
2867,423,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-03-31,2,Netbanking,0.15,Successful,818f29cb9b8e2022,15a6a6a0526694e2,4dfd9a56b5b84908,Phone,Electronics,Phone,139999.85,0.8,112000.0,27999.850000000006,19.999914285622452,2026,3,14,Tuesday,1.0714285714285714e-06
2868,322,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-12,2,Card,0.2,Successful,eb15eb3f40bf3258,06418dc4de4b0045,3997c1e1233802c1,Microwave,Home Appliances,Microwave,89999.8,0.7,62999.99999999999,26999.80000000001,29.999844444098777,2025,8,33,Tuesday,2.2222222222222225e-06
2869,677,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-09-09,5,Netbanking,0.15,Successful,62e51fdbc49f2d94,7e494a3440f46dc6,ddce75a5e2093e6b,Refrigerator,Home Appliances,Refrigerator,324999.85,0.7,227500.0,97499.84999999998,29.999967692292778,2025,9,37,Tuesday,4.615384615384615e-07
2870,692,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-10-24,5,Card,0.25,Successful,b0b50497d9492f16,73a5014303b86388,f375693aacaae47a,Sofa,Furniture,Sofa,399999.75,0.6,240000.0,159999.75,39.99996249997656,2025,10,43,Friday,6.25e-07
2871,198,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-12-12,3,Cash,0.15,Successful,d2480b6d426d6171,f8a54c82224044f3,c760ff77be344aea,Microwave,Home Appliances,Microwave,134999.85,0.7,94500.0,40499.850000000006,29.999922222135805,2025,12,50,Friday,1.111111111111111e-06
2872,953,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-14,1,Upi,0.05,Successful,b4ccbb387dfbff4a,cd9e0380f9b0f525,edee97f343549ff9,Shirt,Clothing,Shirt,1299.95,0.5,650.0,649.95,49.99807684910959,2025,11,46,Friday,3.846153846153846e-05
2873,524,102,70000.0,Phone,Electronics,offline,Mumbai,2025-04-19,2,Netbanking,0.2,Successful,229aebf56094cc1a,dbaa8ef26a5802e7,a8c18ca1a013c60f,Phone,Electronics,Phone,139999.8,0.8,112000.0,27999.79999999999,19.999885714122442,2025,4,16,Saturday,1.4285714285714286e-06
2874,891,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-09-09,3,Upi,0.3,Successful,c6df1f3e8fda2487,60aad79e9e456efa,324b476913039e30,TV,Electronics,TV,134999.7,0.8,108000.0,26999.70000000001,19.999822221827166,2025,9,37,Tuesday,2.222222222222222e-06
2875,549,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-03-23,2,Cash,0.25,Successful,f8e79e6a6eca84a7,95d9703752e85fff,99df63415935f8c5,Shoes,Clothing,Shoes,15999.75,0.5,8000.0,7999.75,49.99921873779278,2026,3,13,Monday,1.5625e-05
2876,930,104,8000.0,Shoes,Clothing,offline,Chennai,2025-11-08,1,Netbanking,0.25,Successful,faa2279f4776912d,5d5ed4396b596828,a147a01fa409ebe5,Shoes,Clothing,Shoes,7999.75,0.5,4000.0,3999.75,49.998437451170346,2025,11,45,Saturday,3.125e-05
2877,547,102,70000.0,Phone,Electronics,online,Bangalore,2025-11-25,2,Card,0.25,Successful,1c7a4f59f97e1ce6,2874da9e76b8249b,e178562deac48473,Phone,Electronics,Phone,139999.75,0.8,112000.0,27999.75,19.99985714260204,2025,11,48,Tuesday,1.7857142857142857e-06
2878,51,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-19,5,Cash,0.25,Successful,dc477ef2187e247a,336642d66efe448c,9766533615eb74ed,Shoes,Clothing,Shoes,39999.75,0.5,20000.0,19999.75,49.99968749804686,2025,10,42,Sunday,6.25e-06
2879,714,102,70000.0,Phone,Electronics,offline,Mumbai,2025-10-30,2,Cash,0.1,Successful,82c93b72ce886789,6a45939136f37d5c,80ea37d8e4a215d2,Phone,Electronics,Phone,139999.9,0.8,112000.0,27999.899999999994,19.999942857102038,2025,10,44,Thursday,7.142857142857143e-07
2880,935,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-23,5,Upi,0.1,Successful,9eec68cb1479cc0a,edac04d91a548e61,abebd927246feb70,Refrigerator,Home Appliances,Refrigerator,324999.9,0.7,227500.0,97499.90000000002,29.99997846153184,2025,5,21,Friday,3.076923076923077e-07
2881,993,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-07-08,4,Upi,0.05,Successful,5869b62964101b56,4c94147cb651e278,e31fa6fe7513cf6e,Laptop,Electronics,Laptop,999999.95,0.8,800000.0,199999.94999999995,19.999995999999793,2025,7,28,Tuesday,5.0000000000000004e-08
2882,266,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2026-01-21,3,Card,0.15,Successful,611cd02cf65677ec,c210f78f0c426eeb,b465cb5189c42d07,Refrigerator,Home Appliances,Refrigerator,194999.85,0.7,136500.0,58499.850000000006,29.999946153804736,2026,1,4,Wednesday,7.692307692307693e-07
2883,247,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-07,2,Cash,0.05,Successful,382df67a4beb03cc,c88a9fbf92f776c9,7cc97723f5a85371,Dining Table,Furniture,Dining Table,99999.95,0.6,60000.0,39999.95,39.999969999985,2026,1,2,Wednesday,5e-07
2884,145,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-11-05,3,Cash,0.3,Successful,bef202237814542f,1eea7a14d50cabcb,f8ebf4cd008e2466,Dining Table,Furniture,Dining Table,149999.7,0.6,90000.0,59999.70000000001,39.999879999760005,2025,11,45,Wednesday,2e-06
2885,748,105,45000.0,Tv,Electronics,offline,Chennai,2025-06-21,1,Upi,0.35,Successful,5c7ac2419e993774,83e74036372cde55,e77e1073f4b14cc1,TV,Electronics,TV,44999.65,0.8,36000.0,8999.650000000001,19.99937777293824,2025,6,25,Saturday,7.777777777777777e-06
2886,223,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-10-17,2,Cash,0.05,Successful,69518245338cbb53,fd75f5de629f7881,ecc6f55359f66455,Microwave,Home Appliances,Microwave,89999.95,0.7,62999.99999999999,26999.950000000004,29.99996111108951,2025,10,42,Friday,5.555555555555556e-07
2887,261,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-09,2,Upi,0.4,Successful,6e79e6911b3d5013,c3732c5a1cded872,5ea7feff695e25ce,Shirt,Clothing,Shirt,2599.6,0.5,1300.0,1299.6,49.992306508693645,2025,11,45,Sunday,0.00015384615384615385
2888,544,102,70000.0,Phone,Electronics,offline,Mumbai,2026-02-15,2,Card,0.2,Successful,ee3cb1370a68ec37,0679518a3e1dfd93,148915a0bab54cdf,Phone,Electronics,Phone,139999.8,0.8,112000.0,27999.79999999999,19.999885714122442,2026,2,7,Sunday,1.4285714285714286e-06
2889,929,106,80000.0,Sofa,Furniture,offline,Delhi,2025-12-28,2,Cash,0.4,Successful,8a6ea424713d3918,b705e468b54805ab,ebf9512cc5078485,Sofa,Furniture,Sofa,159999.6,0.6,96000.0,63999.600000000006,39.999849999625006,2025,12,52,Sunday,2.5e-06
2890,728,101,250000.0,Laptop,Electronics,offline,Chennai,2025-06-29,4,Netbanking,0.05,Successful,6d5b665c64e70f37,4d80d13ea81926dc,47d793bd539dbe26,Laptop,Electronics,Laptop,999999.95,0.8,800000.0,199999.94999999995,19.999995999999793,2025,6,26,Sunday,5.0000000000000004e-08
2891,253,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-11-14,2,Card,0.3,Successful,89de54c1900a52de,b239b93ed4808792,7c4c2ccd2adfc746,Refrigerator,Home Appliances,Refrigerator,129999.7,0.7,91000.0,38999.7,29.99983846116568,2025,11,46,Friday,2.3076923076923077e-06
2892,298,101,250000.0,Laptop,Electronics,offline,Delhi,2026-02-18,4,Cash,0.25,Successful,8dcd5668b1b99a14,b210105281827470,adbe0855cd667170,Laptop,Electronics,Laptop,999999.75,0.8,800000.0,199999.75,19.999979999995,2026,2,8,Wednesday,2.5e-07
2893,786,102,70000.0,Phone,Electronics,offline,Chennai,2025-12-23,1,Netbanking,0.3,Successful,060999ef3fa99af1,8ba1b2f9859265b2,3e88381c89bc7092,Phone,Electronics,Phone,69999.7,0.8,56000.0,13999.699999999997,19.999657141387743,2025,12,52,Tuesday,4.2857142857142855e-06
2894,951,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-08-03,5,Netbanking,0.4,Successful,6e081a2eb614cef6,18ad14d81fdcc2ec,c93f2473430996c3,Dining Table,Furniture,Dining Table,249999.6,0.6,150000.0,99999.6,39.9999039998464,2026,8,32,Monday,1.6000000000000001e-06
2895,367,105,45000.0,Tv,Electronics,online,Delhi,2025-12-18,4,Cash,0.15,Successful,30945c945cca4bf7,b5165020751d37be,798ddc6e68fa211e,TV,Electronics,TV,179999.85,0.8,144000.0,35999.850000000006,19.99993333327778,2025,12,51,Thursday,8.333333333333333e-07
2896,636,106,80000.0,Sofa,Furniture,online,Mumbai,2025-05-20,1,Upi,0.15,Successful,f229529e5b2dc910,a9af33c5d1c793dc,d1ac05e1f28765c2,Sofa,Furniture,Sofa,79999.85,0.6,48000.0,31999.850000000006,39.99988749978907,2025,5,21,Tuesday,1.8749999999999998e-06
2897,750,104,8000.0,Shoes,Clothing,online,Hyderabad,2026-02-05,2,Cash,0.1,Successful,6577a347fc8c789d,59c1accd8d10cd1a,cc12d270c67a0372,Shoes,Clothing,Shoes,15999.9,0.5,8000.0,7999.9,49.99968749804686,2026,2,6,Thursday,6.25e-06
2898,660,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-03-06,2,Upi,0.15,Successful,4d230a467be6bb9a,d2b60b7e5abd96ac,0d2ba8d37ae761f2,Laptop,Electronics,Laptop,499999.85,0.8,400000.0,99999.84999999998,19.9999759999928,2026,3,10,Friday,3e-07
2899,753,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-03-01,2,Card,0.05,Successful,9baf2a03fac8161a,99f1d768501a94b9,89d1e1875237baeb,Refrigerator,Home Appliances,Refrigerator,129999.95,0.7,91000.0,38999.95,29.999973076912724,2026,3,9,Sunday,3.8461538461538463e-07
2900,256,103,1300.0,Shirt,Clothing,offline,Chennai,2025-07-09,4,Netbanking,0.2,Successful,ba6279c5d461c04f,4624b59729cfd34c,de8ce019b5ebd822,Shirt,Clothing,Shirt,5199.8,0.5,2600.0,2599.8,49.99807684910959,2025,7,28,Wednesday,3.846153846153846e-05
2901,297,106,80000.0,Sofa,Furniture,online,Delhi,2025-10-12,5,Card,0.25,Successful,0b7a5fc7e0cf1f53,c71a9e9bb0e59261,6f7b590f743cad6c,Sofa,Furniture,Sofa,399999.75,0.6,240000.0,159999.75,39.99996249997656,2025,10,41,Sunday,6.25e-07
2902,819,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-12-28,5,Upi,0.2,Successful,08563f25173d6f71,30b9b66b36331b70,20bafc18a2c61d95,Dining Table,Furniture,Dining Table,249999.8,0.6,150000.0,99999.79999999999,39.999951999961596,2025,12,52,Sunday,8.000000000000001e-07
2903,763,106,80000.0,Sofa,Furniture,online,Delhi,2025-07-17,1,Card,0.15,Successful,b8e916331cb56fd4,47a98e9e8ad8e35c,93cbbfba0d7c09c3,Sofa,Furniture,Sofa,79999.85,0.6,48000.0,31999.850000000006,39.99988749978907,2025,7,29,Thursday,1.8749999999999998e-06
2904,607,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-01-10,3,Cash,0.25,Successful,d69fa83cb5ff29c4,0904fd6663ffbfd1,13d0317253e1c2b3,Shoes,Clothing,Shoes,23999.75,0.5,12000.0,11999.75,49.99947916124126,2025,1,2,Friday,1.0416666666666666e-05
2905,825,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2026-02-22,1,Cash,0.2,Successful,e62aef12e4073646,154959c3e22f865f,0aa36c12812a97de,Refrigerator,Home Appliances,Refrigerator,64999.8,0.7,45500.0,19499.800000000003,29.999784614721897,2026,2,8,Sunday,3.076923076923077e-06
2906,920,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-01-26,5,Netbanking,0.05,Successful,57866d87a5f6d8c7,a9df68c6dc50c7e3,88a60da491e74f7e,Microwave,Home Appliances,Microwave,224999.95,0.7,157500.0,67499.95000000001,29.99998444444099,2026,1,5,Monday,2.2222222222222224e-07
2907,645,105,45000.0,Tv,Electronics,online,Mumbai,2026-02-03,5,Netbanking,0.4,Successful,eadea2dd299df291,7c4ec305719ac252,d0bac66bd73c4bb3,TV,Electronics,TV,224999.6,0.8,180000.0,44999.600000000006,19.99985777752494,2026,2,6,Tuesday,1.777777777777778e-06
2908,431,103,1300.0,Shirt,Clothing,online,Bangalore,2026-12-03,3,Upi,0.25,Successful,4711463d9e3fcd54,faa9c2f97345df66,fa94d3be1f8421fd,Shirt,Clothing,Shirt,3899.75,0.5,1950.0,1949.75,49.99679466632476,2026,12,49,Thursday,6.41025641025641e-05
2909,274,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-05-11,4,Upi,0.35,Successful,71e65e47733c10ec,368355a74648ef7d,6b31ec06431aba0a,Mixer Grinder,Home Appliances,Mixer Grinder,59999.65,0.7,42000.0,17999.65,29.999591664284708,2025,5,19,Sunday,5.833333333333333e-06
2910,933,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-26,5,Card,0.05,Successful,f187851e2a449e58,409f779a3e7f245a,f6a9222068431f5b,Shirt,Clothing,Shirt,6499.95,0.5,3250.0,3249.95,49.99961538165678,2025,9,39,Friday,7.692307692307692e-06
2911,458,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-03-25,2,Netbanking,0.15,Successful,ebeef8012934fac0,a37f71527b96c21f,74c9adef03e88a79,Dining Table,Furniture,Dining Table,99999.85,0.6,60000.0,39999.850000000006,39.999909999865004,2026,3,13,Wednesday,1.5e-06
2912,643,106,80000.0,Sofa,Furniture,online,Mumbai,2026-02-11,5,Netbanking,0.25,Successful,a635c1c72a95c7eb,c9b1472ca9fb2b72,bce33446623bed56,Sofa,Furniture,Sofa,399999.75,0.6,240000.0,159999.75,39.99996249997656,2026,2,7,Wednesday,6.25e-07
2913,809,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-10-11,2,Netbanking,0.1,Successful,f0d8db56c490e348,1f56bd84960bc1d6,dc0616788f1c5e04,Mixer Grinder,Home Appliances,Mixer Grinder,29999.9,0.7,21000.0,8999.900000000001,29.999766665888888,2025,10,41,Saturday,3.3333333333333333e-06
2914,903,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-05-29,3,Card,0.05,Successful,89e5634016c7a343,7ea01a6a5a27956d,546ca2407bc46ed9,Dining Table,Furniture,Dining Table,149999.95,0.6,90000.0,59999.95000000001,39.99997999999334,2025,5,22,Thursday,3.3333333333333335e-07
2915,861,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-12-26,1,Netbanking,0.25,Successful,e7a877f2c0c7255b,397144d03dc9a585,b3e26e345f7b2f37,Mixer Grinder,Home Appliances,Mixer Grinder,14999.75,0.7,10500.0,4499.75,29.99883331388856,2025,12,52,Friday,1.6666666666666667e-05
2916,171,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-12-09,3,Upi,0.4,Successful,013db868fe5c483e,66f8083ab4788086,0516dfffe53c63ee,Microwave,Home Appliances,Microwave,134999.6,0.7,94500.0,40499.600000000006,29.999792591978053,2025,12,50,Tuesday,2.9629629629629633e-06
2917,372,103,1300.0,Shirt,Clothing,online,Mumbai,2025-05-12,3,Cash,0.25,Successful,0d19aa0e2d4fd167,96a2ef5e6736d321,8b324ad61e9b3926,Shirt,Clothing,Shirt,3899.75,0.5,1950.0,1949.75,49.99679466632476,2025,5,20,Monday,6.41025641025641e-05
2918,528,106,80000.0,Sofa,Furniture,offline,Chennai,2025-05-21,5,Upi,0.1,Successful,094b8fdcaa928251,d5a9ddd6f2e95212,a1eb57780e9fea31,Sofa,Furniture,Sofa,399999.9,0.6,240000.0,159999.90000000002,39.99998499999625,2025,5,21,Wednesday,2.5e-07
2919,659,106,80000.0,Sofa,Furniture,online,Chennai,2025-09-23,2,Upi,0.4,Successful,18f8ca020cc1969c,4ff95640cf2bfdd0,f0b6ad54870c3faa,Sofa,Furniture,Sofa,159999.6,0.6,96000.0,63999.600000000006,39.999849999625006,2025,9,39,Tuesday,2.5e-06
2920,709,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-20,4,Cash,0.25,Successful,e5ef42015a2a04e5,ce0b42d02406a24b,e156b569bc753476,Phone,Electronics,Phone,279999.75,0.8,224000.0,55999.75,19.999928571364794,2025,9,38,Saturday,8.928571428571428e-07
2921,508,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2026-01-11,2,Netbanking,0.4,Successful,fc91832b2081a54c,dc14f9b887f5ff79,8f53bf7fbc13490e,Refrigerator,Home Appliances,Refrigerator,129999.6,0.7,91000.0,38999.600000000006,29.999784614721897,2026,1,2,Sunday,3.076923076923077e-06
2922,348,105,45000.0,Tv,Electronics,offline,Chennai,2025-08-16,3,Netbanking,0.15,Successful,d24fb6641130afdc,b07da896e9d4ad42,7418db3458891d7f,TV,Electronics,TV,134999.85,0.8,108000.0,26999.850000000006,19.99991111101235,2025,8,33,Saturday,1.111111111111111e-06
2923,833,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-08-29,4,Netbanking,0.15,Successful,b59cc5642466c5d2,4a250ba559f05f6d,1eaec308fef356a4,Refrigerator,Home Appliances,Refrigerator,259999.85,0.7,182000.0,77999.85,29.999959615361316,2025,8,35,Friday,5.769230769230769e-07
